,CALSPEC_id,source_id,magH550,magH750,magH880,magHpan,magS420,magS550,magS750,magS920,magSpan
44,HD158485,1434752727380965760,6.464848276920566,6.692345175742712,6.802399626692434,6.559176472189659,6.411347991737088,6.4644365255695035,6.692659638180068,6.807379017535482,6.632714332173961
45,HD159222,1335880415564253312,6.4794517064164445,6.253161411111613,6.23733041386739,6.4483205384104245,7.126239014198916,6.479572782856167,6.253485901299875,6.231799355456921,6.287091633210814
46,HD160617,5957698605530828032,8.69411161319703,8.5016527845283,8.483218996045416,8.661419222935393,9.081825523830805,8.69384205022434,8.501571930440914,8.481062750970661,8.539181408127163
47,HD163466,1435190745326633984,6.829647772006233,6.997112413461913,7.0922315363163975,6.909860424474786,6.84367527430517,6.82768026082541,6.997326374597542,7.100887760625113,6.949366472155894
48,HD1654595,2152139190687051008,6.831747507421607,7.086753363333294,7.213512264769797,6.9337756936753365,6.768687834410738,6.831078154972495,7.087007269988266,7.224285206579559,7.018518219019565
49,HD167060,6634011506225360640,8.88571975383297,8.653405823062286,8.627178022702473,8.84969320753082,9.51961730556172,8.885804672279995,8.6539677705928,8.619480796870302,8.691746536046875
50,HD172728,2160077939517532544,5.709242734142617,6.090697726940284,6.234440409240371,5.811990130404293,5.45443057588421,5.709627014817045,6.0911657646211275,6.249834801051382,5.986917177786541
51,HD180609,2254144423451326080,9.40687495311369,9.648686114870372,9.751493107756591,9.503198115466095,9.332641039945553,9.406910177268596,9.649387850577067,9.756751670764437,9.585870249919463
52,HD185975,6342346358822630400,8.057349643434833,7.7870528961396985,7.754609110849604,8.007904633227025,8.761375506779906,8.057951617451838,7.787234472213726,7.74514720793556,7.83230898972759
53,HD200654,6477295296414847232,9.057526716718222,8.694617657164656,8.601437314356286,8.951999663928252,9.650743841711922,9.05748150749963,8.694516936279964,8.579633930744098,8.771673793626373
54,HD200775,2270245431209611776,7.349473968827297,7.102061333907656,7.115603334113246,7.263186259149688,7.61367514576218,7.34853135387749,7.103011566296413,7.077179068787501,7.12686170761371
55,HD205905,6810896745007524736,6.697738418241933,6.480407018939033,6.467035586996129,6.668972863096652,7.319584281604271,6.6985535413164925,6.480949699938911,6.462083355809646,6.512767549768267
56,HD2094586,1779546757669063552,7.607298359513809,7.43735189216779,7.443348386606839,7.595774690972636,8.123583694508032,7.606823615003847,7.437552782588231,7.443014331275869,7.461462954618572
57,HD2811,4992412432308644224,7.497275394180406,7.681550247628504,7.7509998597337955,7.575343558617892,7.468323993889044,7.496484764989585,7.681564097823724,7.75481287212569,7.630770804699118
58,HD37725,3444212584803426048,8.295591358222431,8.495186898097561,8.604493613436471,8.387933312937147,8.293418580241557,8.294737635112078,8.495329885281357,8.61364544831677,8.441524057968195
59,HD37962,2902205991429301888,7.79804512690966,7.552183666325181,7.5221108639960725,7.757599490229897,8.449982869318198,7.7976183621668405,7.553039787384428,7.512164931030995,7.5941847721253275
60,HD38949,2915523482424724224,7.752019561441415,7.560707121408594,7.557997009767178,7.731630459964016,8.29400456327074,7.750448016708091,7.561134189614165,7.555073746889846,7.588983091749686
61,HD55677,3167212139383161216,9.431702652940697,9.69544098110525,9.78217444362155,9.523984236716458,9.310121823679427,9.430619761183465,9.695640437749994,9.783226001317843,9.624583370069779
62,HD607537,5493730399606077440,6.66665402491698,7.04595260010845,7.209248878903104,6.765150612273505,6.396422070828386,6.666395905722094,7.046100647466723,7.2450329626623855,6.941007329688386
63,HD93521,775029739076581248,7.006995290426477,7.5523809528831904,7.84245762415954,7.120807880770521,6.588564441901649,7.007907184957638,7.552565183758304,7.924344175753568,7.39594521812511
64,HS2027+0651,1748833236082347136,16.65485161302402,17.193365230754523,17.497761126552966,16.76801088291288,16.2345840041311,16.651194437018184,17.187968828959555,17.619333938772364,17.03186530755873
65,HZ21,4016474027321256704,14.69854076249856,15.303996326854588,15.629994162517818,14.79592476815812,14.169077598289,14.704846533125291,15.301876591412423,15.73615699474432,15.130332351937032
66,HZ438,1461833904932026368,12.920889095686206,13.535046216029166,13.854636097385907,13.032099311393392,12.4231596968458,12.922075388407443,13.534578128463863,13.94869406543296,13.364447894014926
67,HZ44,1473687671071803520,11.663955519199234,12.280957023036954,12.609472673990666,11.779886192004899,11.173943108847354,11.667252765050542,12.281342588996864,12.705950579745476,12.106939583355885
68,HZ4,3302846072717868416,14.474631897045505,14.950817875341635,15.212707941375882,14.666837876213041,14.392798549672513,14.474502711487276,14.95093651384962,15.294428918079383,14.848794650849516
69,2MASSJ17583798+6646522,1633376204407124352,13.90802263673698,13.25212569293521,13.051523044646736,13.670785819141013,15.413333896667638,13.910226642097392,13.25161376394135,13.033818841235444,13.383774717619954
70,KF08T3,1633294634388508416,13.253978670849321,12.758551927460388,12.62388100144338,13.102270664173805,14.411372268529696,13.255539413897587,12.758219276978004,12.607015356604194,12.85326937228223
71,KSI2_CETI,22745910577134848,4.258304573442217,4.6534125140657245,4.807209171224265,4.366627032819974,3.9920662165610956,4.258230598614524,4.6542279669837825,4.82052180978156,4.548588777268705
72,LAMBDA_LEP,2988329637719192960,4.26827397868032,4.834970377458067,5.12192227529728,4.381031032206511,3.821903463758151,4.2688670030938844,4.835344932320805,5.196818368587557,4.67669242089497
73,LDS749B,2687733913283870336,14.65814380266093,15.025511292002541,15.254382356915926,14.776489251563714,14.459895459975321,14.6589950254075,15.025738966352371,15.32112249421516,14.921981125290383
74,MU_COL,2901155648586891648,5.148622036544509,5.734717830515486,6.035386654135969,5.259892328208455,4.681516021397684,5.150361303894314,5.734690179700987,6.115415476228815,5.5695195280219
75,NGC2506-G31,3038045185547143936,17.86562365080851,17.579945565662626,17.536429288074714,17.813628225721754,18.59826372888891,17.868349958992653,17.58409156579099,17.520317441408373,17.629782774974043
76,P041C9,1698468284904574208,11.974871418326018,11.750351404933475,11.738159029815307,11.943517513479069,12.588743572743631,11.974868766223828,11.750075412710991,11.737272658338739,11.786854679206026
77,P177D,1399559249961569792,13.442235946254172,13.179105121080852,13.148027139616374,13.394666106398088,14.102535154612653,13.442321151878154,13.178242039305225,13.139851383171816,13.22758136796811
78,P330E,1312054926303736704,12.9700200481915,12.712683402921918,12.680946789321993,12.924635809928073,13.613479863007974,12.970414464097075,12.711905297027627,12.67151489030077,12.758739578435534
79,SDSS132811,1551861813935664896,17.039241860485063,17.480320180546016,17.69098855901686,17.223387107459263,17.00271350108158,17.037510044058486,17.47571222062335,17.862999790084338,17.39033294831187
80,SDSSJ151421,4419865155422033280,15.87983628927499,16.446396495213953,16.73712293577679,16.025940465062174,15.528135880376169,15.877633991344531,16.447716637885826,16.820006165482184,16.297535257482334
81,SF1615+001A,4408086362237875072,16.707742995216776,16.386542080476694,16.28632369730336,16.62761006228453,17.378701795891928,16.708944258780136,16.381871714623394,16.29073064778168,16.45015934327513
82,SIGMA_ORI,3216486443742786048,3.817506283628415,4.368162678583371,4.655176639347701,3.9326687120239505,3.3955544261080703,3.8173545368205986,4.367171551781254,4.726777543136812,4.213180171819264
83,SNAP-2,1429541695100150656,16.176482983379103,15.901807422975779,15.872390140724093,16.12720617868823,16.85213323202438,16.174977203035958,15.901792195184598,15.852597290158528,15.953824830520627
84,WD0148+467,356922880493142016,12.427437341894397,12.89846015619058,13.149670072657088,12.614426518925004,12.328104310274817,12.426702035479742,12.897490742178881,13.23610004993153,12.794985209004263
85,WD0227+050,2516322146457318144,12.789532509895238,13.317351892005249,13.5966801609162,12.950822860431014,12.525745965824825,12.789708520957063,13.316925915074478,13.683562351496661,13.187499627449103
86,WD0308-565,4727581523318486912,14.081581263610438,14.60646632750305,14.891603731703299,14.248560166073954,13.76554248066141,14.081012344416742,14.606793963779232,14.96967899892099,14.475796229677673
87,WD0809+177,657056745624156416,13.370164742559808,13.873671274170661,14.133307972728794,13.548956466966697,13.200146774696421,13.371766480951358,13.875391049521312,14.21536195509838,13.756325441812859
88,WD1057+719,1074013923063975680,14.740703820236163,15.360585911004549,15.670047806878216,14.859165458095294,14.268689405439225,14.741650291928629,15.361750328625575,15.761336202461713,15.191017140559868
89,WD1105-048,3788194488314248832,13.036682030391333,13.527068402344163,13.79123822508815,13.211912917502726,12.867863766721513,13.036158902854048,13.528655452177624,13.87402694131766,13.414267510975119
90,WD1105-340,5401688425816913920,13.623563546137369,14.080945324215747,14.330052196506713,13.816250773273108,13.564182066860702,13.625006969158896,14.08233830810132,14.402280423191094,13.986413976958847
91,WD1202-232,3489719481290397696,12.756440366950287,12.876304321938626,12.985632699846946,12.841784972097503,12.8718440373178,12.755187024288105,12.876072638790795,13.035634136349515,12.847884646950138
92,WD1327-083,3630035787972473600,12.29950225844631,12.777978633248296,13.034429775320149,12.482068616991864,12.17487036128476,12.299127473294298,12.777441150704568,13.103667471863304,12.670190493562966
93,WD1544-377,6009537829925128064,12.959916573323945,13.254376991491846,13.44258404221042,13.109979472280397,12.995310350476359,12.958646764625833,13.25522569216568,13.49499376498936,13.193595615877431
94,WD1657+343,1337946019956816256,16.4676675290059,17.077367076459197,17.382989881517865,16.5805785670517,15.978523313306233,16.470102521931395,17.079112271813578,17.486167140643495,16.90411825479391
95,WD1713+695,1638563322306634368,13.274498547894964,13.768524710770528,14.031061720101519,13.4505354670892,13.106618936301686,13.274540594935011,13.76792956639241,14.102156945393489,13.654243422044456
96,WD1911+536,2140481412496465152,13.19135425848183,13.708392070208731,13.98063940304214,13.373536126010517,13.011833831967706,13.191147370403009,13.708490752740232,14.065295002586481,13.588543014312965
97,WD1919+145,4319908862597055232,12.950690597411779,13.43627415713538,13.695242833620469,13.137504389542986,12.833082749386975,12.950548930110934,13.436133479856295,13.780838042734864,13.328687229110525
98,WD2039-682,6424566979354709248,13.276853208093947,13.783170283537991,14.050727717216937,13.466972332522946,13.140174758246587,13.27710067776782,13.782702853736915,14.133310636170236,13.670775568731745
99,WD2117+539,2176116580055936512,12.34062723615952,12.81577848958225,13.073716418074945,12.518988921667667,12.200134740603609,12.340048049507871,12.815999592083102,13.14932804655183,12.708344653607451
100,WD2126+734,2274076297221555968,12.82935735109843,13.322611793028301,13.582617554124397,13.007259093380721,12.664593571043348,12.829519631294318,13.322572442667159,13.662954194200594,13.209152461421528
101,WD2149+021,2693940725141960192,12.735494228945264,13.246904252106141,13.521928561213969,12.903835835407445,12.513999517440617,12.734074969177335,13.247230144795317,13.610750651402867,13.125408621586093
102,WD2341+322,2871730307948650368,12.904388289988752,13.326536113212214,13.559814263580805,13.087748618252501,12.861421234746288,12.90447453067599,13.326208559936966,13.630911465715137,13.236493811387806
