,source_id,magH550,magH750,magH880,magHpan,magS420,magS550,magS750,magS920,magSpan
15,5493730399606077440,6.6691431426764645,7.049236069842927,7.210047244553557,6.770485894510639,6.406562001932208,6.669003494541887,7.049127503153429,7.244797566129662,6.94454477142121
16,1032197606073957888,9.67189333396874,9.491275810822948,9.477881291703579,9.646212683553117,10.07029961635807,9.671722754093267,9.491335426138495,9.477643213217426,9.526136713206267
17,5709390701922940416,9.630528577444228,9.480610241732606,9.47317642955359,9.613683561478265,9.967721038117869,9.630605054695884,9.481006431198168,9.472819343077326,9.509867427399488
18,731253779217024640,10.222967179049537,9.99132164653193,9.956338863929133,10.178167909334498,10.693089392440644,10.222845461703827,9.991894999638035,9.950792226931185,10.03768601778048
19,3905603054348141440,7.379561216822367,7.159313390965913,7.1420771252571456,7.349472237220912,7.9869471122581395,7.379553810456869,7.159562801824428,7.136127450618233,7.1948280077223
20,3510294882898890880,8.338061228717471,8.115095308540887,8.082365169776036,8.29878677781673,8.824933812505062,8.337654052226348,8.115177203852621,8.070748526973304,8.158868680492159
21,1550544530286455680,8.309143510386185,8.713503806723697,8.868463969509456,8.419656132325901,8.043381168629317,8.309027990194963,8.714128889311247,8.888136081249382,8.604865304269222
22,1267333012397454592,9.681605204071147,9.510632137424224,9.487243812209925,9.656637989668013,10.044405901613597,9.681510071645594,9.510598747421213,9.485869749455137,9.543369870030993
23,4408086362237875072,16.70229574199717,16.38152963289174,16.308327417461896,16.628672019752724,17.386145332985443,16.701845708718878,16.37669338025173,16.271534797071816,16.445093034683932
24,1429541695100150656,16.17291164434328,15.899018896814262,15.866660253414679,16.125752267894374,16.85866817235702,16.170580409422357,15.898940091614058,15.846461661278951,15.951202848004908
25,1425053900952815104,15.685927829868007,16.19264455931794,16.440037082449514,15.798648372680251,15.288709293015934,15.685235805304345,16.191786861712913,16.50232876593592,16.06246990367379
26,1435896975388228224,9.672671064598447,10.01361849446014,10.145780547560477,9.781772641681268,9.489162066134721,9.673233036898754,10.013778447673214,10.148450218063239,9.924264526132482
27,1434752727380965760,6.46803813820916,6.69448646714228,6.802779010322865,6.5632434920946245,6.422413899393305,6.4680286805572464,6.694871900864555,6.806315974118817,6.63563167092688
28,1335880415564253312,6.483116184720107,6.2553044344553115,6.237880871365782,6.451529910947411,7.133757765380338,6.4839658343922615,6.255923192198878,6.230861154097678,6.290070757831316
29,1651137131123978112,12.503443608494528,12.759693345934046,12.879978777709852,12.608603786033132,12.446772542497904,12.502974604439338,12.759125117436092,12.886044062054495,12.691813853868869
30,4376174445988280576,9.9091763403128,9.696772617880448,9.66378259618693,9.86880837631012,10.315735179560043,9.909506430380542,9.69695407704685,9.656436091704379,9.740452560657442
31,1633143932573832448,12.462463839352893,12.630494156769458,12.724803627285226,12.547195861630538,12.482320109760082,12.461849936675733,12.631221793536241,12.73765787595324,12.58576454821608
32,5957698605530828032,8.696009095215196,8.503598979825497,8.483509503236057,8.664291511402677,9.089630342138172,8.69602540463541,8.503591726536744,8.48012582553853,8.541783763875294
33,1435190745326633984,6.83185779367934,6.9990066434530505,7.09262956409605,6.912911642177164,6.850951070895206,6.830498546396576,6.999494009758301,7.099892618946097,6.952193929299039
34,1633585107317144960,11.782060717250857,11.892522804148825,11.970260111625798,11.854119835693293,11.905515942565863,11.783270525188442,11.893454341653594,11.972620333633571,11.855677305912348
35,2158745262705810304,11.989206963552547,12.300661044988423,12.426012240762944,12.097355432522587,11.845507707417624,11.989915180931973,12.301289867197688,12.427426763017849,12.219484651326805
36,2152139190687051008,6.834476752555716,7.08733842930388,7.212517732242077,6.937211086808546,6.777546003768968,6.834026101000692,7.087837253562213,7.222293792401583,7.020029615995281
37,2260019315938461952,12.067842286813828,12.225218204139892,12.316752495510109,12.14805727004821,12.086260557083953,12.067523913361605,12.22589398664546,12.323275921393886,12.184318430911748
38,2254144423451326080,9.409093272224311,9.651515692871065,9.751926922011663,9.506684874273002,9.339675309773007,9.409325506057009,9.6522038775963,9.756190470792415,9.589110881045674
39,6342346358822630400,8.059589524578634,7.789682129297066,7.755297072936962,8.011420897465346,8.770230565137076,8.06040110113143,7.789689154248585,7.744777465900135,7.835172155663397
